,Cells.all_samples.data.
1658,70_23_09
1659,70_23_16
1660,70_23_25
1661,70_23_30
1662,70_23_46
1663,70_23_82
1664,70_23_83
1665,70_23_96
1666,70_24_03
1667,70_24_04
1668,70_24_07
1669,70_24_10
1670,70_24_15
1671,70_24_22
1672,70_24_26
1673,70_24_30
1674,70_24_35
1675,70_24_45
1676,70_24_63
1677,70_24_77
1678,70_25_01
1679,70_25_19
1680,70_25_31
1681,70_25_40
1682,70_25_50
1683,70_25_57
1684,70_25_75
1685,70_26_05
1686,70_26_09
1687,70_26_12
1688,70_26_21
1689,70_26_32
1690,70_26_38
1691,70_26_40
1692,70_26_49
1693,70_26_51
1694,70_26_54
1695,70_26_81
1696,70_26_85
1697,70_27_16
1698,70_27_42
1699,70_27_58
1700,70_27_59
1701,70_27_61
1702,70_27_71
1703,70_27_81
1704,70_27_88
1705,70_27_89
1706,70_27_95
1707,70_27_96
1708,70_28_07
1709,70_28_23
1710,70_28_33
1711,70_28_43
1712,70_28_47
1713,70_28_62
1714,70_28_81
1715,70_28_86
1716,70_28_92
1717,70_28_95
1718,70_29_14
1719,70_29_35
1720,70_29_36
1721,70_29_45
1722,70_29_51
1723,70_29_60
1724,70_29_78
1725,70_29_88
1726,70_29_89
1727,70_30_08
1728,70_30_10
1729,70_30_23
1730,70_30_24
1731,70_30_25
1732,70_30_31
1733,70_30_33
1734,70_30_35
1735,70_30_50
1736,70_30_53
1737,70_30_66
1738,70_30_73
1739,70_30_76
1740,70_31_16
1741,70_31_19
1742,70_31_37
1743,70_31_49
1744,70_31_69
1745,70_32_26
1746,70_32_29
1747,70_32_32
1748,70_32_33
1749,70_32_39
1750,70_32_44
1751,70_32_48
1752,70_32_50
1753,70_32_57
1754,70_32_67
1755,70_32_90
1756,70_32_94
1757,70_32_96
1758,70_33_02
1759,70_33_07
1760,70_33_10
1761,70_33_16
1762,70_33_24
1763,70_33_32
1764,70_33_36
1765,70_33_47
1766,70_33_48
1767,70_33_54
1768,70_33_56
1769,70_33_62
1770,70_33_64
1771,70_33_67
1772,70_33_68
1773,70_33_82
1774,70_33_90
1775,70_33_94
1776,70_33_95
1777,70_34_18
1778,70_34_21
1779,70_34_34
1780,70_34_36
1781,70_34_37
1782,70_34_49
1783,70_34_65
1784,70_34_66
1785,70_34_70
1786,70_35_02
1787,70_35_04
1788,70_35_05
1789,70_35_06
1790,70_35_08
1791,70_35_11
1792,70_35_31
1793,70_35_32
1794,70_35_37
1795,70_35_44
1796,70_35_50
1797,70_35_52
1798,70_35_55
1799,70_35_74
1800,70_35_76
1801,70_35_77
1802,70_35_82
1803,70_35_90
1804,70_35_92
1805,70_35_96
1806,70_36_01
1807,70_36_04
1808,70_36_12
1809,70_36_16
1810,70_36_24
1811,70_36_64
1812,70_36_67
1813,70_36_69
1814,70_36_70
1815,70_36_72
1816,70_36_82
1817,70_36_83
1818,70_36_92
1819,70_36_94
1820,70_36_95
1821,70_37_09
1822,70_37_21
1823,70_37_33
1824,70_37_43
1825,70_37_52
1826,70_37_71
1827,70_37_77
1828,70_37_81
1829,70_37_91
1830,70_37_96
1831,70_38_17
1832,70_38_20
1833,70_38_28
1834,70_38_53
1835,70_38_57
1836,70_38_63
1837,70_38_64
1838,70_38_66
1839,70_38_69
1840,70_38_74
1841,70_38_75
1842,70_38_83
1843,70_39_06
1844,70_39_22
1845,70_39_30
1846,70_39_35
1847,70_39_81
1848,70_39_82
1849,70_39_91
1850,70_39_93
1851,70_40_22
1852,70_40_25
1853,70_40_37
1854,70_40_39
1855,70_40_40
1856,70_40_46
1857,70_40_49
1858,70_40_87
1859,70_41_16
1860,70_41_30
1861,70_41_37
1862,70_41_38
1863,70_41_43
1864,70_41_44
1865,70_41_49
1866,70_41_53
1867,70_41_54
1868,70_41_83
1869,70_41_87
1870,70_42_02
1871,70_42_45
1872,70_42_48
1873,70_42_53
1874,70_42_54
1875,70_42_61
1876,70_42_72
1877,70_42_73
1878,70_42_85
1879,70_43_04
1880,70_43_26
1881,70_43_33
1882,70_43_37
1883,70_43_45
1884,70_43_49
1885,70_43_50
1886,70_43_53
1887,70_43_54
1888,70_43_58
1889,70_43_66
1890,70_43_67
1891,70_43_70
1892,70_43_91
1893,70_44_18
1894,70_44_57
1895,70_44_64
1896,70_44_73
1897,70_44_76
1898,70_44_95
1899,70_45_30
1900,70_45_51
1901,70_45_54
1902,70_45_56
1903,70_45_70
1904,70_45_86
1905,70_45_91
1906,70_46_01
1907,70_46_23
1908,70_46_30
1909,70_46_33
1910,70_46_37
1911,70_46_42
1912,70_46_59
1913,70_46_60
1914,70_46_74
1915,70_46_75
1916,70_46_81
1917,70_46_86
1918,70_46_93
1919,70_47_21
1920,70_47_22
1921,70_47_24
1922,70_47_28
1923,70_47_54
1924,70_47_80
1925,70_47_81
1926,70_47_94
1927,70_48_02
1928,70_48_04
1929,70_48_05
1930,70_48_17
1931,70_48_25
1932,70_48_26
1933,70_48_38
1934,70_48_49
1935,70_48_53
1936,70_48_54
1937,70_48_73
1938,70_49_05
1939,70_49_23
1940,70_49_26
1941,70_49_33
1942,70_49_57
1943,70_49_58
1944,70_49_63
1945,70_49_64
1946,70_49_67
1947,70_49_68
1948,70_49_77
1949,70_50_19
1950,70_50_60
1951,70_50_77
1952,70_50_92
1953,70_51_14
1954,70_51_15
1955,70_51_22
1956,70_51_30
1957,70_51_43
1958,70_51_44
1959,70_51_62
1960,70_51_74
1961,70_51_80
1962,70_51_82
1963,70_51_90
1964,70_52_15
1965,70_52_33
1966,70_52_37
1967,70_52_45
1968,70_52_83
1969,70_53_04
1970,70_53_15
1971,70_53_31
1972,70_53_42
1973,70_53_53
1974,70_53_59
1975,70_53_62
1976,70_53_66
1977,70_53_83
1978,70_53_85
1979,70_54_01
1980,70_54_10
1981,70_54_13
1982,70_54_18
1983,70_54_20
1984,70_54_31
1985,70_54_44
1986,70_54_45
1987,70_55_03
1988,70_55_15
1989,70_55_26
1990,70_55_33
1991,70_55_45
1992,70_55_80
1993,70_55_88
1994,70_55_90
1995,70_55_91
1996,70_56_34
1997,70_56_48
1998,70_56_56
1999,70_56_62
2000,70_56_64
2001,70_56_70
2002,70_56_77
2003,70_56_89
2004,70_57_10
2005,70_57_15
2006,70_57_19
2007,70_57_20
2008,70_57_21
2009,70_57_22
2010,70_57_50
2011,70_57_53
2012,70_57_63
2013,70_57_77
2014,70_58_09
2015,70_58_30
2016,70_58_48
2017,70_58_80
2018,70_58_85
2019,70_59_01
2020,70_59_05
2021,70_59_07
2022,70_59_10
2023,70_59_16
2024,70_59_26
2025,70_59_29
2026,70_59_32
2027,70_59_49
2028,70_59_53
2029,70_59_62
2030,70_59_81
2031,70_59_92
2032,70_60_15
2033,70_60_18
2034,70_60_22
2035,70_60_38
2036,70_60_44
2037,70_60_45
2038,70_60_76
2039,70_60_78
2040,70_60_79
2041,70_60_90
2042,70_60_91
2043,70_60_95
2044,70_61_05
2045,70_61_20
2046,70_61_23
2047,70_61_31
2048,70_61_39
2049,70_61_40
2050,70_61_46
2051,70_61_60
2052,70_61_66
2053,70_62_04
2054,70_62_39
2055,70_62_43
2056,70_62_46
2057,70_62_48
2058,70_62_62
2059,70_62_64
2060,70_62_65
2061,70_62_68
2062,70_62_89
2063,70_63_15
2064,70_63_65
2065,70_63_66
2066,70_63_68
2067,70_63_81
2068,70_63_85
2069,70_63_87
2070,70_64_10
2071,70_64_14
2072,70_64_25
2073,70_64_49
2074,70_64_50
2075,70_64_51
2076,70_64_52
2077,70_64_62
2078,70_64_75
2079,70_64_87
2080,70_64_94
2081,70_65_47
2082,70_65_50
2083,70_65_64
2084,70_65_74
2085,70_65_87
2086,70_66_08
2087,70_66_36
2088,70_66_42
2089,70_66_58
2090,70_66_71
2091,70_66_80
2092,70_66_83
2093,70_67_05
2094,70_67_21
2095,70_67_22
2096,70_67_23
2097,70_67_26
2098,70_67_31
2099,70_67_44
2100,70_67_45
2101,70_67_52
2102,70_67_56
2103,70_67_66
2104,70_67_75
2105,70_68_11
2106,70_68_12
2107,70_68_14
2108,70_68_20
2109,70_68_23
2110,70_68_35
2111,70_68_38
2112,70_68_42
2113,70_68_51
2114,70_68_78
2115,70_68_85
2116,70_68_90
2117,70_68_92
2118,70_69_01
2119,70_69_20
2120,70_69_27
2121,70_69_33
2122,70_69_35
2123,70_69_50
2124,70_69_53
2125,70_69_66
2126,70_69_75
2127,70_69_94
2128,70_70_08
2129,70_70_09
2130,70_70_17
2131,70_70_25
2132,70_70_40
2133,70_70_83
2134,70_70_89
2135,70_71_06
2136,70_71_63
2137,70_71_72
2138,70_71_84
2139,70_71_88
2140,70_71_89
2141,70_72_05
2142,70_72_06
2143,70_72_17
2144,70_72_18
2145,70_72_19
2146,70_72_40
2147,70_72_41
2148,70_72_47
2149,70_72_50
2150,70_72_81
2151,70_72_89
2152,70_72_92
2153,70_73_01
2154,70_73_18
2155,70_73_25
2156,70_73_34
2157,70_73_46
2158,70_73_48
2159,70_73_54
2160,70_73_56
2161,70_73_61
2162,70_73_65
2163,70_73_66
2164,70_73_73
2165,70_73_79
2166,70_73_94
2167,70_74_12
2168,70_74_24
2169,70_74_37
2170,70_74_43
2171,70_74_46
2172,70_74_55
2173,70_74_60
2174,70_74_62
2175,70_74_71
2176,70_74_80
2177,70_74_88
2178,70_74_93
2179,70_75_10
2180,70_75_11
2181,70_75_14
2182,70_75_25
2183,70_75_31
2184,70_75_40
2185,70_75_45
2186,70_75_63
2187,70_75_70
2188,70_75_87
2189,70_75_90
2190,70_76_15
2191,70_76_17
2192,70_76_36
2193,70_76_39
2194,70_76_42
2195,70_76_43
2196,70_76_66
2197,70_76_83
2198,70_76_85
2199,70_76_91
2200,70_76_93
2201,70_76_95
2202,70_77_08
2203,70_77_09
2204,70_77_15
2205,70_77_24
2206,70_77_47
2207,70_77_48
2208,70_77_60
2209,70_77_63
2210,70_77_76
2211,70_77_77
2212,70_78_10
2213,70_78_11
2214,70_78_12
2215,70_78_13
2216,70_78_14
2217,70_78_16
2218,70_78_20
2219,70_78_28
2220,70_78_43
2221,70_78_45
2222,70_78_54
2223,70_78_60
2224,70_78_63
2225,70_78_69
2226,70_78_79
2227,70_78_86
2228,70_78_89
2229,70_78_91
2230,70_78_92
2231,70_79_06
2232,70_79_22
2233,70_79_32
2234,70_79_39
2235,70_79_53
2236,70_79_61
2237,70_79_66
2238,70_79_69
2239,70_79_71
2240,70_79_87
2241,70_79_91
2242,70_79_95
2243,70_80_06
2244,70_80_08
2245,70_80_26
2246,70_80_42
2247,70_80_45
2248,70_80_47
2249,70_80_48
2250,70_80_49
2251,70_80_55
2252,70_80_73
2253,70_80_78
2254,70_80_86
2255,70_80_92
2256,70_81_17
2257,70_81_24
2258,70_81_33
2259,70_81_59
2260,70_81_60
2261,70_81_64
2262,70_81_72
2263,70_81_84
2264,70_81_85
2265,70_82_06
2266,70_82_10
2267,70_82_11
2268,70_82_23
2269,70_82_50
2270,70_82_57
2271,70_82_61
2272,70_83_16
2273,70_83_20
2274,70_83_23
2275,70_83_45
2276,70_83_48
2277,70_83_49
2278,70_83_67
2279,70_83_73
2280,70_83_81
2281,70_83_82
2282,70_83_86
2283,70_83_89
2284,70_84_10
2285,70_84_17
2286,70_84_18
2287,70_84_23
2288,70_84_35
2289,70_84_38
2290,70_84_41
2291,70_84_47
2292,70_84_48
2293,70_84_50
2294,70_84_65
2295,70_84_68
2296,70_84_79
2297,70_85_05
2298,70_85_09
2299,70_85_16
2300,70_85_41
2301,70_85_48
2302,70_85_71
2303,70_85_77
2304,70_85_80
2305,70_86_01
2306,70_86_16
2307,70_86_24
2308,70_86_30
2309,70_86_42
2310,70_86_43
2311,70_86_60
2312,70_86_78
2313,70_86_93
2314,70_87_15
2315,70_87_31
2316,70_87_42
2317,70_87_63
2318,70_87_70
2319,70_87_75
2320,70_87_78
2321,70_87_87
2322,70_88_07
2323,70_88_09
2324,70_88_14
2325,70_88_33
2326,70_88_43
2327,70_88_52
2328,70_88_58
2329,70_88_65
2330,70_88_76
2331,70_88_77
2332,70_89_09
2333,70_89_12
2334,70_89_14
2335,70_89_30
2336,70_89_33
2337,70_89_54
2338,70_89_55
2339,70_89_59
2340,70_89_61
2341,70_89_72
2342,70_89_74
2343,70_89_92
2344,70_90_07
2345,70_90_30
2346,70_90_45
2347,70_90_49
2348,70_90_62
2349,70_90_67
2350,70_90_71
2351,70_90_75
2352,70_90_81
2353,70_90_91
2354,70_90_92
2355,70_91_01
2356,70_91_07
2357,70_91_11
2358,70_91_13
2359,70_91_17
2360,70_91_33
2361,70_91_46
2362,70_91_51
2363,70_91_61
2364,70_91_77
2365,70_91_78
2366,70_91_83
2367,70_91_91
2368,70_91_93
2369,70_91_94
2370,70_92_16
2371,70_92_24
2372,70_92_34
2373,70_92_35
2374,70_92_55
2375,70_92_58
2376,70_92_69
2377,70_92_79
2378,70_93_57
2379,70_93_60
2380,70_93_66
2381,70_93_71
2382,70_93_85
2383,71_01_03
2384,71_01_18
2385,71_01_21
2386,71_01_30
2387,71_01_32
2388,71_01_37
2389,71_01_76
2390,71_01_92
2391,71_02_01
2392,71_02_07
2393,71_02_14
2394,71_02_23
2395,71_02_31
2396,71_02_34
2397,71_02_50
2398,71_02_52
2399,71_02_58
2400,71_02_71
2401,71_02_75
2402,71_02_77
2403,71_02_80
2404,71_02_89
2405,71_03_06
2406,71_03_17
2407,71_03_20
2408,71_03_36
2409,71_03_44
2410,71_03_62
2411,71_03_66
2412,71_03_69
2413,71_04_10
2414,71_04_19
2415,71_04_38
2416,71_04_43
2417,71_04_44
2418,71_04_47
2419,71_04_55
2420,71_04_65
2421,71_04_69
2422,71_04_79
2423,71_04_81
2424,71_04_82
2425,71_04_87
2426,71_04_93
2427,71_05_11
2428,71_05_34
2429,71_05_42
2430,71_05_50
2431,71_05_58
2432,71_05_66
2433,71_05_68
2434,71_05_70
2435,71_05_74
2436,71_05_75
2437,71_06_02
2438,71_06_11
2439,71_06_16
2440,71_06_20
2441,71_06_52
2442,71_06_62
2443,71_06_65
2444,71_06_66
2445,71_06_72
2446,71_06_95
2447,71_07_12
2448,71_07_28
2449,71_07_34
2450,71_07_37
2451,71_07_55
2452,71_07_58
2453,71_07_68
2454,71_07_76
2455,71_07_81
2456,71_08_06
2457,71_08_13
2458,71_08_19
2459,71_08_23
2460,71_08_40
2461,71_08_50
2462,71_08_80
2463,71_09_20
2464,71_09_40
2465,71_09_60
2466,71_09_61
2467,71_09_62
2468,71_09_65
2469,71_09_71
2470,71_09_94
2471,71_10_09
2472,71_10_12
2473,71_10_19
2474,71_10_22
2475,71_10_47
2476,71_10_81
2477,71_10_82
2478,71_11_07
2479,71_11_19
2480,71_11_41
2481,71_11_90
2482,71_11_95
2483,71_12_04
2484,71_12_07
2485,71_12_21
2486,71_12_31
2487,71_12_33
2488,71_12_50
2489,71_12_51
2490,71_12_53
2491,71_12_57
2492,71_12_69
2493,71_12_84
2494,71_13_02
2495,71_13_06
2496,71_13_22
2497,71_13_29
2498,71_13_39
2499,71_13_40
2500,71_13_59
2501,71_13_68
2502,71_13_79
2503,71_14_20
2504,71_14_24
2505,71_14_29
2506,71_14_44
2507,71_14_48
2508,71_14_50
2509,71_14_78
2510,71_14_87
2511,71_15_06
2512,71_15_49
2513,71_15_54
2514,71_15_82
2515,71_16_03
2516,71_16_11
2517,71_16_34
2518,71_16_35
2519,71_16_61
2520,71_16_70
2521,71_16_74
2522,71_16_75
2523,71_16_91
2524,71_16_95
2525,71_17_04
2526,71_17_05
2527,71_17_14
2528,71_17_42
2529,71_17_46
2530,71_17_48
2531,71_17_54
2532,71_17_58
2533,71_17_71
2534,71_17_84
2535,71_17_87
2536,71_17_96
2537,71_18_06
2538,71_18_17
2539,71_18_35
2540,71_18_37
2541,71_18_45
2542,71_18_72
2543,71_18_76
2544,71_19_23
2545,71_19_45
2546,71_19_48
2547,71_19_69
2548,71_19_76
2549,71_20_19
2550,71_20_42
2551,71_20_44
2552,71_20_45
2553,71_20_46
2554,71_20_48
2555,71_20_67
2556,71_20_81
2557,71_21_03
2558,71_21_07
2559,71_21_15
2560,71_21_50
2561,71_21_52
2562,71_21_75
2563,71_21_91
2564,71_22_06
2565,71_22_28
2566,71_22_34
2567,71_22_53
2568,71_22_63
2569,71_22_87
2570,71_22_90
2571,71_22_95
2572,71_23_07
2573,71_23_24
2574,71_23_50
2575,71_23_57
2576,71_23_61
2577,71_23_64
2578,71_23_71
2579,71_24_07
2580,71_24_13
2581,71_24_20
2582,71_24_23
2583,71_24_24
2584,71_24_25
2585,71_24_28
2586,71_24_51
2587,71_24_64
2588,71_24_70
2589,71_24_73
2590,71_24_90
2591,71_24_96
2592,71_25_10
2593,71_25_18
2594,71_25_23
2595,71_25_24
2596,71_25_42
2597,71_25_90
2598,71_26_01
2599,71_26_45
2600,71_26_74
2601,71_26_88
2602,71_26_95
2603,71_27_01
2604,71_27_12
2605,71_27_20
2606,71_27_25
2607,71_27_43
2608,71_27_45
2609,71_27_48
2610,71_27_49
2611,71_27_60
2612,71_27_62
2613,71_27_73
2614,71_27_84
2615,71_27_89
2616,71_28_05
2617,71_28_06
2618,71_28_11
2619,71_28_19
2620,71_28_31
2621,71_28_35
2622,71_28_37
2623,71_28_50
2624,71_28_59
2625,71_28_61
2626,71_28_63
2627,71_28_85
2628,71_29_01
2629,71_29_13
2630,71_29_18
2631,71_29_36
2632,71_29_46
2633,71_29_48
2634,71_29_51
2635,71_29_57
2636,71_29_60
2637,71_29_61
2638,71_30_01
2639,71_30_12
2640,71_30_20
2641,71_30_35
2642,71_30_36
2643,71_30_52
2644,71_30_57
2645,71_30_63
2646,71_30_72
2647,71_30_85
2648,71_31_01
2649,71_31_14
2650,71_31_19
2651,71_31_25
2652,71_31_29
2653,71_31_51
2654,71_31_55
2655,71_31_63
2656,71_31_71
2657,71_31_74
2658,71_32_16
2659,71_32_37
2660,71_32_41
2661,71_32_58
2662,71_32_67
2663,71_32_75
2664,71_32_78
2665,71_32_79
2666,71_32_86
2667,71_33_21
2668,71_33_31
2669,71_33_57
2670,71_33_63
2671,71_33_68
2672,71_33_73
2673,71_33_78
2674,71_33_85
2675,71_33_91
2676,71_34_31
2677,71_34_33
2678,71_34_54
2679,71_34_96
2680,71_35_15
2681,71_35_16
2682,71_35_33
2683,71_35_41
2684,71_35_75
2685,71_36_20
2686,71_36_37
2687,71_36_41
2688,71_36_48
2689,71_36_64
2690,71_36_80
2691,71_37_07
2692,71_37_09
2693,71_37_22
2694,71_37_33
2695,71_37_38
2696,71_37_44
2697,71_37_46
2698,71_37_47
2699,71_37_53
2700,71_37_59
2701,71_37_60
2702,71_37_64
2703,71_37_69
2704,71_37_72
2705,71_37_77
2706,71_38_01
2707,71_38_14
2708,71_38_36
2709,71_38_67
2710,71_38_72
2711,71_38_73
2712,71_38_77
2713,71_38_79
2714,71_38_85
2715,71_39_03
2716,71_39_15
2717,71_39_18
2718,71_39_40
2719,71_39_45
2720,71_39_54
2721,71_39_83
2722,71_40_12
2723,71_40_13
2724,71_40_24
2725,71_40_30
2726,71_40_32
2727,71_40_40
2728,71_40_63
2729,71_40_65
2730,71_40_79
2731,71_40_93
2732,71_40_94
2733,71_41_05
2734,71_41_21
2735,71_41_24
2736,71_41_35
2737,71_41_49
2738,71_41_50
2739,71_41_68
2740,71_41_78
2741,71_41_79
2742,71_41_96
2743,71_42_01
2744,71_42_15
2745,71_42_22
2746,71_42_29
2747,71_42_65
2748,71_42_76
2749,71_42_86
2750,71_42_87
2751,71_43_01
2752,71_43_11
2753,71_43_16
2754,71_43_23
2755,71_43_30
2756,71_43_32
2757,71_43_34
2758,71_43_47
2759,71_43_58
2760,71_43_59
2761,71_43_64
2762,71_43_70
2763,71_43_75
2764,71_44_29
2765,71_44_34
2766,71_44_48
2767,71_44_69
2768,71_44_77
2769,71_44_89
2770,71_45_02
2771,71_45_03
2772,71_45_05
2773,71_45_13
2774,71_45_36
2775,71_45_43
2776,71_45_58
2777,71_45_69
2778,71_45_71
2779,71_45_77
2780,71_45_80
2781,71_45_82
2782,71_45_93
2783,71_46_07
2784,71_46_16
2785,71_46_30
2786,71_46_45
2787,71_46_47
2788,71_46_48
2789,71_46_69
2790,71_46_82
2791,71_47_08
2792,71_47_16
2793,71_47_18
2794,71_47_26
2795,71_47_43
2796,71_47_87
2797,71_48_02
2798,71_48_23
2799,71_48_36
2800,71_48_55
2801,71_48_65
2802,71_48_73
2803,71_48_75
2804,71_48_84
2805,71_48_88
2806,71_49_03
2807,71_49_04
2808,71_49_25
2809,71_49_28
2810,71_49_38
2811,71_49_41
2812,71_49_63
2813,71_49_72
2814,71_49_84
2815,71_49_93
2816,71_50_08
2817,71_50_10
2818,71_50_12
2819,71_50_29
2820,71_50_31
2821,71_50_40
2822,71_50_51
2823,71_50_53
2824,71_50_55
2825,71_50_59
2826,71_50_66
2827,71_50_77
2828,71_50_87
2829,71_51_02
2830,71_51_10
2831,71_51_27
2832,71_51_32
2833,71_51_41
2834,71_51_70
2835,71_51_80
2836,71_51_81
2837,71_52_03
2838,71_52_10
2839,71_52_26
2840,71_52_41
2841,71_52_44
2842,71_52_55
2843,71_52_83
2844,71_52_84
2845,71_52_93
2846,71_53_38
2847,71_53_54
2848,71_53_71
2849,71_53_91
2850,71_53_95
2851,71_54_06
2852,71_54_07
2853,71_54_13
2854,71_54_51
2855,71_54_53
2856,71_54_72
2857,71_54_76
2858,71_54_81
2859,71_54_84
2860,71_54_89
2861,71_55_47
2862,71_55_49
2863,71_55_58
2864,71_55_68
2865,71_55_73
2866,71_56_03
2867,71_56_05
2868,71_56_10
2869,71_56_17
2870,71_56_23
2871,71_56_57
2872,71_56_82
2873,71_56_91
2874,71_56_95
2875,71_57_26
2876,71_57_36
2877,71_57_54
2878,71_57_68
2879,71_57_75
2880,71_57_83
2881,71_57_84
2882,71_57_89
2883,71_58_29
2884,71_58_36
2885,71_58_37
2886,71_58_82
2887,71_58_91
2888,71_59_01
2889,71_59_19
2890,71_59_22
2891,71_59_44
2892,71_59_53
2893,71_59_64
2894,71_59_65
2895,71_59_69
2896,71_59_86
2897,71_59_92
2898,71_60_01
2899,71_60_10
2900,71_60_15
2901,71_61_10
2902,71_61_25
2903,71_61_29
2904,71_61_36
2905,71_61_37
2906,71_61_70
2907,71_61_72
2908,71_62_01
2909,71_62_03
2910,71_62_10
2911,71_62_14
2912,71_62_23
2913,71_62_28
2914,71_62_30
2915,71_62_38
2916,71_62_39
2917,71_62_57
2918,71_62_62
2919,71_62_70
2920,71_62_95
2921,71_63_01
2922,71_63_02
2923,71_63_13
2924,71_63_19
2925,71_63_28
2926,71_63_30
2927,71_63_42
2928,71_63_48
2929,71_63_53
2930,71_63_70
2931,71_63_80
2932,71_63_96
2933,71_64_11
2934,71_64_20
2935,71_64_27
2936,71_64_31
2937,71_64_43
2938,71_64_51
2939,71_64_52
2940,71_64_74
2941,71_64_75
2942,71_64_92
2943,71_65_20
2944,71_65_56
2945,71_65_76
2946,71_65_89
2947,71_66_03
2948,71_66_04
2949,71_66_20
2950,71_66_24
2951,71_66_28
2952,71_66_48
2953,71_66_56
2954,71_66_58
2955,71_66_74
2956,71_66_77
2957,71_66_89
2958,71_66_96
2959,71_67_04
2960,71_67_12
2961,71_67_34
2962,71_67_42
2963,71_67_51
2964,71_67_65
2965,71_67_68
2966,71_67_73
2967,71_67_78
2968,71_68_06
2969,71_68_16
2970,71_68_20
2971,71_68_25
2972,71_68_32
2973,71_68_42
2974,71_68_66
2975,71_68_71
2976,71_69_01
2977,71_69_17
2978,71_69_22
2979,71_69_25
2980,71_69_29
2981,71_69_51
2982,71_69_58
2983,71_69_60
2984,71_70_28
2985,71_70_32
2986,71_70_39
2987,71_70_42
2988,71_70_43
2989,71_70_53
2990,71_70_66
2991,71_70_81
2992,71_70_86
2993,71_71_01
2994,71_71_14
2995,71_71_19
2996,71_71_20
2997,71_71_29
2998,71_71_35
2999,71_71_51
3000,71_71_61
3001,71_71_83
3002,71_71_86
3003,71_71_95
3004,71_72_19
3005,71_72_38
3006,71_72_40
3007,71_72_41
3008,71_72_51
3009,71_72_55
3010,71_72_63
3011,71_72_67
3012,71_72_77
3013,71_72_80
3014,71_72_81
3015,71_72_94
3016,71_73_18
3017,71_73_24
3018,71_73_28
3019,71_73_30
3020,71_73_71
3021,71_73_72
3022,71_73_75
3023,71_73_88
3024,71_74_02
3025,71_74_03
3026,71_74_06
3027,71_74_19
3028,71_74_42
3029,71_74_54
3030,71_74_74
3031,71_74_78
3032,71_75_04
3033,71_75_37
3034,71_75_63
3035,71_75_64
3036,71_75_68
3037,71_75_74
3038,71_75_82
3039,71_75_91
3040,71_75_96
3041,71_76_01
3042,71_76_12
3043,71_76_13
3044,71_76_19
3045,71_76_61
3046,71_76_86
3047,71_76_90
3048,71_76_95
3049,71_77_01
3050,71_77_02
3051,71_77_04
3052,71_77_05
3053,71_77_20
3054,71_77_41
3055,71_77_44
3056,71_77_46
3057,71_77_57
3058,71_77_59
3059,71_78_01
3060,71_78_19
3061,71_78_32
3062,71_78_33
3063,71_78_35
3064,71_78_44
3065,71_78_64
3066,71_78_87
3067,71_79_01
3068,71_79_06
3069,71_79_08
3070,71_79_19
3071,71_79_22
3072,71_79_35
3073,71_79_43
